filename,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,chroma_stft1,chroma_stft2,chroma_stft3,chroma_stft4,chroma_stft5,chroma_stft6,chroma_stft7,chroma_stft8,chroma_stft9,chroma_stft10,chroma_stft11,chroma_stft12,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
LA_T_1000406.flac,0.06850089877843857,1578.3541362729266,1667.854102944645,3310.4236137576218,0.07107072535569106,0.3987354636192322,0.4225170612335205,0.3939419388771057,0.47154954075813293,0.5571261644363403,0.5975989103317261,0.562285304069519,0.5734453201293945,0.5639067888259888,0.4920640289783478,0.43286025524139404,0.3943983316421509,-352.6459045410156,86.40411376953125,1.2451504468917847,21.027080535888672,-3.345975399017334,9.047364234924316,-1.969061017036438,-2.7317328453063965,-12.657960891723633,-8.680234909057617,-6.773536205291748,-14.141700744628906,-6.52147102355957,-3.3517346382141113,2.191664934158325,-2.233419179916382,-3.279358148574829,-6.961894512176514,-4.693939685821533,-9.816054344177246,real
LA_T_1007571.flac,0.05398823320865631,1801.4295925928532,1703.9533481008214,3734.266432437151,0.09845004800977654,0.31577321887016296,0.2519396245479584,0.29371872544288635,0.39410433173179626,0.5490183234214783,0.525970995426178,0.47205671668052673,0.4216137230396271,0.40510988235473633,0.3979245722293854,0.4360681474208832,0.4129478335380554,-359.2889099121094,68.94879913330078,-5.239254951477051,21.64058494567871,8.631587028503418,-4.757448196411133,-29.724300384521484,-11.954633712768555,1.192284345626831,-3.263784170150757,-6.0885725021362305,-5.564696788787842,-8.692956924438477,-7.934123516082764,-0.11080360412597656,-8.228185653686523,-4.010791301727295,-5.674592971801758,-9.059588432312012,-7.804135322570801,real
LA_T_1007663.flac,0.07627728581428528,1842.9333344378138,1765.672671572812,3801.6324972804587,0.09402195411392406,0.3312293291091919,0.3010491132736206,0.3294525146484375,0.33101120591163635,0.3507896959781647,0.3669353425502777,0.36587390303611755,0.5137351155281067,0.5732513666152954,0.4933483898639679,0.3917490243911743,0.31763094663619995,-319.1371154785156,87.29167938232422,-18.03348731994629,44.39611053466797,-14.792440414428711,2.1428442001342773,-12.091094017028809,-1.554382085800171,-12.095040321350098,-8.414587020874023,-9.372322082519531,-10.274985313415527,0.9408870935440063,-8.641364097595215,-4.227902889251709,-9.899199485778809,-5.081751823425293,-10.005495071411133,-7.875392436981201,-5.697836399078369,real
LA_T_1011221.flac,0.05764567479491234,1786.1690000981296,1795.7823797700373,3689.0783361486488,0.09378959037162163,0.3576470613479614,0.31643205881118774,0.31861966848373413,0.307676762342453,0.3608441948890686,0.46035927534103394,0.46248388290405273,0.45873498916625977,0.4650111198425293,0.5166933536529541,0.5063686370849609,0.44940462708473206,-387.7486267089844,61.190425872802734,-9.156396865844727,29.07387924194336,-12.354496002197266,6.1985554695129395,-4.641726970672607,-0.7970380783081055,-12.297353744506836,-2.8723762035369873,-9.311135292053223,-5.556656837463379,0.149610236287117,-6.416831016540527,4.675281524658203,-10.3519868850708,-0.7497192025184631,-7.87449836730957,-6.9125752449035645,-4.254513740539551,real
LA_T_1013597.flac,0.0847727432847023,1633.6483300273328,1686.24246285247,3354.605641084559,0.0862438725490196,0.18151333928108215,0.2103850245475769,0.22392602264881134,0.24698813259601593,0.38695067167282104,0.5731337070465088,0.5958183407783508,0.5791499018669128,0.43930721282958984,0.34375709295272827,0.2527430057525635,0.1900576502084732,-327.9711608886719,100.74649047851562,-8.867792129516602,25.81764030456543,-8.116561889648438,6.837259292602539,-18.445476531982422,2.791361093521118,-14.778600692749023,-1.3457826375961304,-4.136930465698242,-12.909699440002441,-2.857163190841675,-16.8266658782959,-3.4305474758148193,-14.023482322692871,-7.736032009124756,-11.093032836914062,-11.357755661010742,-6.5730881690979,real
LA_T_1021790.flac,0.04795433208346367,2164.350417980136,1832.7817302695992,4234.6969099234275,0.12530396316225165,0.38908079266548157,0.32300707697868347,0.38618555665016174,0.4511844515800476,0.4145359694957733,0.45333802700042725,0.4877977669239044,0.4635191559791565,0.45543575286865234,0.520393431186676,0.5238118171691895,0.45125454664230347,-381.6169738769531,81.1786880493164,-14.92883014678955,21.543479919433594,-17.925107955932617,19.19281005859375,-8.475079536437988,-3.183046340942383,-15.543673515319824,-4.891117095947266,-6.691481590270996,-4.962146282196045,-1.4513254165649414,-15.18479061126709,-4.368570327758789,-13.32287883758545,-8.79394245147705,-11.27132797241211,0.1414259374141693,-6.571347236633301,real
LA_T_1023546.flac,0.07937408983707428,1409.8702881506742,1602.8782780010772,3130.3125,0.05622209821428571,0.35899052023887634,0.3045843541622162,0.3365667760372162,0.3530288636684418,0.42859506607055664,0.5032627582550049,0.503323495388031,0.5521245002746582,0.5310503244400024,0.47693970799446106,0.43257632851600647,0.397836297750473,-362.4289245605469,91.30542755126953,-12.682695388793945,26.514530181884766,-0.52333003282547,1.1728779077529907,-2.9506194591522217,-14.152419090270996,-13.251090049743652,-7.592733383178711,-4.28696346282959,-1.6410319805145264,-4.969272613525391,1.2469755411148071,-1.477241039276123,-9.740754127502441,-4.898418426513672,-12.04417896270752,-6.886737823486328,-7.268878936767578,real
LA_T_1029184.flac,0.13139531016349792,1201.8161409377196,1349.9841095003164,2555.1486073369565,0.04895125679347826,0.2629556953907013,0.33760151267051697,0.37167903780937195,0.39750030636787415,0.4000542163848877,0.4785149097442627,0.593494176864624,0.5838871598243713,0.46433693170547485,0.29956120252609253,0.2153688222169876,0.18597598373889923,-277.1766052246094,156.6614990234375,-14.285627365112305,36.26805877685547,-0.7219371199607849,1.6913871765136719,5.065946578979492,4.542669296264648,-19.756567001342773,2.2234108448028564,-3.995245933532715,-3.6071174144744873,8.355648040771484,-12.322569847106934,-4.850259304046631,-12.531128883361816,-4.0332746505737305,-8.418584823608398,-0.8368664979934692,-1.7753496170043945,real
LA_T_1031233.flac,0.07012953609228134,1790.7564067612407,1512.3817422220986,3315.594408885542,0.10308911426957831,0.43466806411743164,0.360560804605484,0.348734050989151,0.3479613661766052,0.38502737879753113,0.4065159261226654,0.38977015018463135,0.37278613448143005,0.3487306833267212,0.43479230999946594,0.4934366047382355,0.47484782338142395,-336.04498291015625,87.67146301269531,-13.844419479370117,31.554964065551758,6.933922290802002,2.8703246116638184,-11.920766830444336,-4.5120439529418945,-14.379707336425781,-10.026658058166504,-4.530609607696533,-10.524744987487793,-0.37966233491897583,1.8924823999404907,-1.1307580471038818,-7.008421897888184,-4.28655481338501,-11.265443801879883,-5.486086368560791,-6.405876636505127,real
LA_T_1034923.flac,0.10041063278913498,1486.0562263502422,1523.3040218366743,3087.615234375,0.07327287946428572,0.30647191405296326,0.32704856991767883,0.3338056206703186,0.32359400391578674,0.36471322178840637,0.4784790873527527,0.522413969039917,0.5320983529090881,0.5235797762870789,0.48355698585510254,0.4056784510612488,0.3604048490524292,-312.0042724609375,102.02729797363281,-21.762277603149414,26.810096740722656,-5.385463237762451,1.0347096920013428,-11.266647338867188,-14.459665298461914,-13.548511505126953,-7.373464584350586,-5.257089138031006,-6.21613073348999,-7.031899452209473,-1.1106603145599365,-2.48661208152771,-12.624213218688965,-7.61113977432251,-12.330144882202148,-6.455102443695068,-11.183113098144531,real
LA_T_1041717.flac,0.09899675101041794,1760.760711185752,1801.6985779063018,3691.836009306066,0.0686178768382353,0.4221673607826233,0.4430522322654724,0.4545452892780304,0.49245554208755493,0.5293603539466858,0.5349416136741638,0.4587700366973877,0.42123863101005554,0.4430674612522125,0.4308593273162842,0.4373628497123718,0.41659852862358093,-360.12322998046875,68.99505615234375,-4.543679714202881,26.803003311157227,-2.747028112411499,13.668206214904785,-8.546165466308594,4.886660575866699,-12.355470657348633,0.49640196561813354,-0.2835350036621094,-7.609938621520996,5.097827911376953,-6.744378566741943,-0.37775206565856934,-4.792346000671387,-3.906562328338623,-7.531164646148682,-5.592119216918945,-10.731971740722656,real
LA_T_1045294.flac,0.08173397183418274,1967.8868692450535,1592.5814026285093,3567.4237060546875,0.11633707682291666,0.2799363136291504,0.3062015771865845,0.41751745343208313,0.39650338888168335,0.39605915546417236,0.4305556118488312,0.4587623178958893,0.5783956050872803,0.5350580811500549,0.35615530610084534,0.2789174020290375,0.28975194692611694,-311.5748596191406,97.74092102050781,-21.012584686279297,42.24577713012695,-19.066131591796875,9.639871597290039,-8.450125694274902,-11.631609916687012,-11.18470573425293,-7.712080955505371,-10.664870262145996,-6.617001056671143,-0.03406715393066406,-6.216387748718262,0.4714363217353821,-10.202947616577148,-2.7403953075408936,-12.399296760559082,-10.637456893920898,-8.135102272033691,real
LA_T_1049021.flac,0.035906434059143066,2199.717316222307,1833.4038316638032,4189.04541015625,0.11413845486111111,0.3864579200744629,0.40423905849456787,0.436286598443985,0.4585797190666199,0.5204041600227356,0.6263811588287354,0.5831246376037598,0.5124537348747253,0.4709354043006897,0.4686579406261444,0.40943780541419983,0.3885422646999359,-416.6439208984375,53.1098747253418,-7.985001087188721,27.681764602661133,-8.24085521697998,18.096179962158203,-7.420379161834717,6.798228740692139,-8.86499309539795,3.440831184387207,-0.6462300419807434,-4.669398307800293,5.110667705535889,-6.7697577476501465,1.607520580291748,-6.00290060043335,-0.7549553513526917,-7.358297348022461,-2.6490283012390137,-7.701594829559326,real
LA_T_1050008.flac,0.06798728555440903,1937.1196276879648,1800.4506180615303,3999.9882368607955,0.10383966619318181,0.41036269068717957,0.3186876177787781,0.3243004083633423,0.3311435580253601,0.3935360908508301,0.4152602255344391,0.3950347602367401,0.43565046787261963,0.4788552224636078,0.4739578366279602,0.4489254951477051,0.47293394804000854,-327.070068359375,74.5718765258789,-14.798319816589355,36.08319091796875,-8.534042358398438,6.409741401672363,-12.411276817321777,-2.5702357292175293,-8.845681190490723,-5.110584735870361,-3.9664134979248047,-4.357285499572754,2.4012928009033203,-5.714541912078857,1.0422184467315674,-8.498795509338379,-6.046172142028809,-10.23655891418457,-7.703597068786621,-5.0887861251831055,real
LA_T_1052790.flac,0.10737327486276627,1844.9601641389395,1793.4827684193647,3912.035121579142,0.09838433801775148,0.24717947840690613,0.23873001337051392,0.2701294720172882,0.290097177028656,0.3341679871082306,0.4466611444950104,0.5480458736419678,0.6199553608894348,0.5923016667366028,0.49579399824142456,0.4028262495994568,0.30113279819488525,-327.72412109375,79.38558197021484,-12.728801727294922,27.004575729370117,-9.245523452758789,2.20320987701416,-10.383901596069336,-0.3133098781108856,-6.5115227699279785,-7.67070198059082,-9.51305103302002,-6.929046154022217,-7.827663421630859,-10.83173942565918,-1.7143467664718628,-8.595653533935547,-1.8618463277816772,-7.979438781738281,-2.647002935409546,-6.073622226715088,real
LA_T_1075018.flac,0.07504721730947495,1983.7485780114862,1757.57350740017,3938.8761821546054,0.11025978031015038,0.3586793839931488,0.3222547769546509,0.33514273166656494,0.35399138927459717,0.39921844005584717,0.4128033518791199,0.402638703584671,0.4724726676940918,0.5008077025413513,0.5227651596069336,0.5799583196640015,0.49536362290382385,-340.06707763671875,78.80010986328125,-16.636817932128906,30.206737518310547,-5.6370978355407715,0.6366969347000122,-18.91500473022461,-0.967414915561676,-6.7546210289001465,-8.281648635864258,-13.154570579528809,-7.598132610321045,-4.684257507324219,-10.816004753112793,-0.640475869178772,-7.466531753540039,-3.231987953186035,-10.133344650268555,-3.569566011428833,-8.024169921875,real
LA_T_1075302.flac,0.09286408871412277,1607.3158422657796,1688.7737731997513,3579.4180181962024,0.06413790545886076,0.29597780108451843,0.3126276433467865,0.3244119882583618,0.3447435796260834,0.44496315717697144,0.5033047795295715,0.5497961640357971,0.5648404359817505,0.5098368525505066,0.4621198773384094,0.4182531237602234,0.323504775762558,-360.5144958496094,81.71697235107422,-4.786816596984863,26.57221794128418,8.628458976745605,1.1211163997650146,-5.744755268096924,-9.629322052001953,-13.065464973449707,-2.3669464588165283,-2.5694618225097656,-6.137150287628174,-2.6702165603637695,-3.979010581970215,-8.806350708007812,-15.454595565795898,-5.521131992340088,-4.77668571472168,-6.689354419708252,-8.972156524658203,real
LA_T_1078395.flac,0.07566867768764496,1836.5274403664025,1771.5973352553162,3825.5373747452445,0.09715204653532608,0.44525909423828125,0.3485303223133087,0.3654112219810486,0.4230019450187683,0.48016083240509033,0.47846177220344543,0.41492289304733276,0.4234963655471802,0.42519527673721313,0.5098375082015991,0.599539577960968,0.5604046583175659,-357.26629638671875,76.1547622680664,-15.799129486083984,28.275697708129883,-2.850259780883789,8.446599006652832,-16.444988250732422,-11.39065170288086,-6.899514675140381,-4.766727924346924,-7.222104072570801,-4.595794200897217,2.4108076095581055,0.682621419429779,-3.6980412006378174,-15.516836166381836,-1.5731557607650757,-8.692076683044434,-10.574163436889648,-7.011168956756592,real
LA_T_1078988.flac,0.1089315190911293,1747.0403803104964,1638.1420755817062,3449.491317958048,0.0887111158675799,0.2648010551929474,0.23416301608085632,0.23235784471035004,0.24592074751853943,0.3027630150318146,0.35454118251800537,0.3359937369823456,0.39454224705696106,0.42936456203460693,0.5064870715141296,0.4708499014377594,0.3456115424633026,-297.43988037109375,92.97307586669922,-14.237675666809082,40.93029022216797,-11.870407104492188,0.3231479227542877,-9.505311012268066,-2.4715652465820312,-12.02631664276123,-11.75091552734375,-9.053825378417969,-7.6377973556518555,-1.380867600440979,-8.499256134033203,-2.7600443363189697,-8.002912521362305,-10.176700592041016,-10.628866195678711,-4.331924915313721,-8.373361587524414,real
LA_T_1087973.flac,0.07579412311315536,1938.4641539363345,1798.1128894775334,3950.662777549342,0.10525287828947369,0.5444872379302979,0.4603738784790039,0.37193185091018677,0.33558332920074463,0.3596429228782654,0.40817373991012573,0.39410078525543213,0.3983649015426636,0.39379826188087463,0.3809469938278198,0.3984239995479584,0.4762100279331207,-338.5446472167969,79.57662963867188,-18.88020896911621,29.7313175201416,-9.24836540222168,12.438232421875,-15.45160961151123,4.431502819061279,-16.137983322143555,-1.2191336154937744,-2.2375481128692627,-12.604347229003906,4.537263870239258,-8.1945161819458,0.9547070860862732,-8.110877990722656,-4.571219444274902,-7.278525352478027,-6.129971504211426,-11.14855670928955,real
LA_T_1091653.flac,0.07332305610179901,1807.4828669887188,1654.9936415795626,3503.773257606908,0.09976356907894737,0.3632950484752655,0.33951109647750854,0.35821011662483215,0.42978185415267944,0.469573974609375,0.4889565408229828,0.4638083279132843,0.44684267044067383,0.4944605827331543,0.5522456765174866,0.58793705701828,0.49715930223464966,-317.232666015625,111.71219635009766,-33.12843704223633,37.17280197143555,-11.349869728088379,11.588096618652344,-9.840780258178711,-1.0463221073150635,-16.0640811920166,-1.6574043035507202,-9.567660331726074,-8.35789680480957,-4.254411220550537,-15.946027755737305,5.419759750366211,-11.811415672302246,-3.9918313026428223,-10.605648040771484,-3.460451602935791,-10.198991775512695,real
LA_T_1114980.flac,0.08563707023859024,1433.4244063657468,1502.6157947418453,2960.2689016894037,0.07243912595177665,0.2596825063228607,0.26556283235549927,0.2797059714794159,0.3878229558467865,0.498727947473526,0.5473275184631348,0.5811132192611694,0.515297532081604,0.43986403942108154,0.3962893486022949,0.34296366572380066,0.2746441960334778,-342.29425048828125,92.33013916015625,-11.318032264709473,26.471887588500977,-2.2621877193450928,-1.8596272468566895,-5.926014423370361,-15.210100173950195,-11.753166198730469,-3.0462520122528076,-2.6970951557159424,-7.2555155754089355,-4.683413982391357,0.4936268925666809,-6.319941997528076,-12.14226245880127,-7.048373222351074,-10.104106903076172,-7.309462547302246,-9.252930641174316,real
LA_T_1126222.flac,0.056799232959747314,1934.961139574577,1583.5668283597188,3629.1187959558824,0.10108379289215687,0.4463540017604828,0.41044557094573975,0.41578251123428345,0.3817434310913086,0.293651282787323,0.29130885004997253,0.3146362006664276,0.371276319026947,0.46532344818115234,0.49932023882865906,0.5046262145042419,0.48111680150032043,-348.3893737792969,77.60807037353516,-20.193927764892578,38.80781173706055,4.381845951080322,2.160334587097168,-9.27627944946289,-6.411941051483154,-15.105181694030762,-8.318997383117676,-6.4990973472595215,-11.741836547851562,0.7758783102035522,0.30105775594711304,-1.8953430652618408,-5.655340194702148,-1.67380952835083,-12.812623977661133,-7.904218673706055,-6.252258777618408,real
LA_T_1128865.flac,0.07077543437480927,1607.129338140323,1637.3353441955783,3336.495855200382,0.07152015744274809,0.35902130603790283,0.35348784923553467,0.44126805663108826,0.47492384910583496,0.4802137315273285,0.5747187733650208,0.5362399816513062,0.44591474533081055,0.43995848298072815,0.5445698499679565,0.5063956379890442,0.40605437755584717,-336.2408752441406,108.14669799804688,-11.29505443572998,31.288999557495117,-2.4951815605163574,-0.06269154697656631,-3.5488526821136475,-5.669430732727051,-15.590861320495605,-3.3559799194335938,-5.666083812713623,-1.9410446882247925,5.004384994506836,-5.3479461669921875,0.9647575616836548,-1.2186322212219238,-2.6275527477264404,-7.445709228515625,0.727746307849884,-3.3029985427856445,real
LA_T_1130924.flac,0.08601508289575577,1909.4674579879083,1609.294607379473,3684.933984375,0.11367578125,0.43691524863243103,0.3980769217014313,0.29824161529541016,0.2879863381385803,0.3605530560016632,0.4693767726421356,0.4694144129753113,0.47850027680397034,0.46835559606552124,0.4155716300010681,0.4526602625846863,0.47254520654678345,-293.4034118652344,88.22979736328125,-27.11957359313965,48.77228927612305,-8.61219310760498,0.4071120023727417,-8.106444358825684,-11.888769149780273,-9.887596130371094,-8.338138580322266,-13.09108829498291,-6.282598495483398,-0.6983394622802734,-5.8390374183654785,-1.0481582880020142,-10.341927528381348,-3.2975075244903564,-12.01871395111084,-10.44517993927002,-7.546713352203369,real
LA_T_1130943.flac,0.11152764409780502,1361.9753026988262,1472.5796083520654,2711.5013122558594,0.061187744140625,0.400189071893692,0.2891709506511688,0.23433153331279755,0.24468094110488892,0.28572091460227966,0.34512341022491455,0.3950318396091461,0.532616913318634,0.6617591977119446,0.6880624294281006,0.5776153206825256,0.4871293008327484,-295.7723388671875,119.6417236328125,-9.63204288482666,39.58354949951172,8.272562980651855,9.54888916015625,-0.7717940211296082,-18.07927703857422,-18.60854721069336,5.595845699310303,-5.040979862213135,-4.395767688751221,1.1281355619430542,-7.0893683433532715,3.771209716796875,-7.864360332489014,-4.861888408660889,-5.90527868270874,-4.962527751922607,-6.958489894866943,real
